Molcode   Qmax   Concentration   Correlations 
Aniline_RPyridine_R  7.261  0.5  0.14327 -0.09045 -0.03467 0.00096 0.00362 0.00073 -0.00019 -0.00011 -0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000
Aniline_RPyridine_R  7.168  0.5  0.10105 -0.41425 -0.09267 0.11597 0.04609 -0.02950 -0.01877 0.00646 0.00683 -0.00102 -0.00229 -0.00002 0.00071 0.00011 -0.00021
Aniline_RHexachlorobenzene  6.316  0.5  -0.01471 -0.10851 0.00567 0.01378 -0.00121 -0.00173 0.00022 0.00022 -0.00004 -0.00003 0.00001 0.00000 -0.00000 -0.00000 0.00000
Aniline_RHexachlorobenzene  7.457  0.5  0.15822 -0.06982 -0.03775 -0.00355 0.00305 0.00128 0.00005 -0.00013 -0.00004 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
Aniline_RHexachlorobenzene  6.270  0.5  0.05853 -0.12174 -0.01840 0.01133 0.00311 -0.00092 -0.00043 0.00006 0.00005 -0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000
Aniline_RHexachlorobenzene  6.081  0.5  -0.03563 -0.52097 0.06705 0.32233 -0.06983 -0.19701 0.06085 0.11885 -0.04850 -0.07069 0.03659 0.04138 -0.02659 -0.02378 0.01878
Aniline_RHexachlorobenzene  7.019  0.5  -0.22065 -0.21061 0.10283 0.00849 -0.02146 0.00477 0.00255 -0.00163 0.00001 0.00030 -0.00009 -0.00003 0.00002 -0.00000 -0.00000
Aniline_RHexachlorobenzene  6.602  0.5  -0.24474 -0.50187 0.32792 0.11812 -0.21295 0.02766 0.09565 -0.05296 -0.02641 0.03739 -0.00201 -0.01796 0.00834 0.00561 -0.00648
Aniline_RHexachlorobenzene  6.614  0.5  0.06396 -0.20911 -0.03401 0.03422 0.00983 -0.00514 -0.00233 0.00068 0.00050 -0.00007 -0.00010 0.00000 0.00002 0.00000 -0.00000
Aniline_RHexachlorobenzene  7.407  0.5  -0.14761 -0.15279 0.10493 0.00206 -0.03144 0.01213 0.00425 -0.00526 0.00089 0.00117 -0.00074 -0.00004 0.00023 -0.00008 -0.00003
Aniline_RHexachlorobenzene  7.887  0.5  -0.07656 -0.08928 0.03312 0.00679 -0.00695 0.00051 0.00101 -0.00032 -0.00009 0.00007 -0.00000 -0.00001 0.00000 0.00000 -0.00000
Aniline_RHexachlorobenzene  7.865  0.5  0.05587 -0.15147 -0.02901 0.02337 0.00811 -0.00315 -0.00184 0.00033 0.00037 -0.00001 -0.00007 -0.00001 0.00001 0.00000 -0.00000
Aniline_RHexachlorobenzene  7.224  0.5  -0.21066 -0.25056 0.17760 0.01028 -0.06482 0.02389 0.01198 -0.01320 0.00150 0.00386 -0.00214 -0.00041 0.00090 -0.00024 -0.00021
Aniline_RHexachlorobenzene  7.433  0.5  -0.07046 -0.04461 0.01723 0.00046 -0.00181 0.00037 0.00009 -0.00006 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
Aniline_RHexachlorobenzene  7.394  0.5  -0.02100 -0.48748 0.02798 0.21571 -0.02069 -0.09514 0.01284 0.04182 -0.00731 -0.01832 0.00395 0.00799 -0.00206 -0.00348 0.00105
Aniline_RHexachlorobenzene  7.496  0.5  0.18172 -0.09881 -0.09166 -0.01969 0.01298 0.01102 0.00210 -0.00169 -0.00132 -0.00022 0.00022 0.00016 0.00002 -0.00003 -0.00002
Aniline_RHexachlorobenzene_R  6.872  0.5  0.00828 -0.16580 -0.00401 0.02675 0.00108 -0.00431 -0.00024 0.00069 0.00005 -0.00011 -0.00001 0.00002 0.00000 -0.00000 -0.00000
Aniline_RHexachlorobenzene_R  6.864  0.5  -0.17964 -0.75795 0.32050 0.38158 -0.30401 -0.15274 0.23065 0.03108 -0.15160 0.02255 0.08778 -0.03820 -0.04389 0.03580 0.01734
Aniline_RHexachlorobenzene_R  6.164  0.5  -0.09447 -0.29821 0.11880 0.10093 -0.07853 -0.02425 0.04094 0.00012 -0.01810 0.00463 0.00680 -0.00380 -0.00202 0.00220 0.00032
Aniline_RHexachlorobenzene_R  7.195  0.5  0.16633 -0.49142 -0.19794 0.15445 0.12330 -0.03261 -0.06021 -0.00203 0.02472 0.00730 -0.00846 -0.00527 0.00217 0.00278 -0.00019
Aniline_RHexachlorobenzene_R  6.190  0.5  0.02566 -0.38158 -0.02190 0.10792 0.01037 -0.03036 -0.00412 0.00850 0.00150 -0.00236 -0.00052 0.00065 0.00017 -0.00018 -0.00006
Aniline_RHexachlorobenzene_R  7.368  0.5  0.05439 -0.49385 -0.09202 0.26965 0.08571 -0.14285 -0.06644 0.07307 0.04684 -0.03579 -0.03108 0.01652 0.01973 -0.00696 -0.01209
Aniline_RHexachlorobenzene_R  6.943  0.5  0.11732 -0.03783 -0.02581 -0.00449 0.00135 0.00096 0.00017 -0.00005 -0.00004 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RHexachlorobenzene_R  6.657  0.5  0.09978 -0.44882 -0.15871 0.20922 0.13548 -0.08328 -0.09356 0.02396 0.05683 0.00004 -0.03114 -0.00724 0.01539 0.00753 -0.00669
Aniline_RHexachlorobenzene_R  6.781  0.5  0.14866 -0.16745 -0.07179 0.01185 0.01638 0.00216 -0.00245 -0.00105 0.00017 0.00024 0.00003 -0.00004 -0.00002 0.00000 0.00000
Aniline_RHexachlorobenzene_R  7.481  0.5  0.08586 -0.28807 -0.07372 0.07278 0.03401 -0.01581 -0.01271 0.00254 0.00418 -0.00005 -0.00124 -0.00019 0.00034 0.00011 -0.00008
Aniline_RHexachlorobenzene_R  6.868  0.5  -0.17073 -0.17280 0.07475 0.00944 -0.01517 0.00242 0.00193 -0.00092 -0.00008 0.00018 -0.00003 -0.00002 0.00001 0.00000 -0.00000
Aniline_RHexachlorobenzene_R  6.242  0.5  -0.20247 -0.31966 0.16108 0.04460 -0.06209 0.00626 0.01655 -0.00708 -0.00271 0.00296 -0.00013 -0.00084 0.00030 0.00016 -0.00014
Aniline_RHexachlorobenzene_R  6.530  0.5  -0.00297 -0.12548 0.00123 0.01732 -0.00028 -0.00239 0.00005 0.00033 -0.00001 -0.00005 0.00000 0.00001 -0.00000 -0.00000 0.00000
Aniline_RHexachlorobenzene_R  6.138  0.5  0.06210 -0.09760 -0.01695 0.00738 0.00245 -0.00043 -0.00028 0.00001 0.00003 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Aniline_RBenzoate  6.248  0.5  0.01675 -0.19540 -0.01470 0.05659 0.00715 -0.01625 -0.00291 0.00462 0.00109 -0.00130 -0.00038 0.00036 0.00013 -0.00010 -0.00004
Aniline_RBenzoate  6.984  0.5  -0.05791 -0.12553 0.02243 0.01415 -0.00465 -0.00135 0.00078 0.00009 -0.00011 0.00000 0.00002 -0.00000 -0.00000 0.00000 0.00000
Aniline_RBenzoate  7.176  0.5  0.01516 -0.28586 -0.01594 0.09972 0.00930 -0.03465 -0.00455 0.01199 0.00204 -0.00413 -0.00087 0.00142 0.00036 -0.00048 -0.00014
Aniline_RBenzoate  7.582  0.5  -0.31966 -0.39042 0.40716 -0.03111 -0.20277 0.13811 0.02768 -0.09164 0.03972 0.02608 -0.03718 0.00805 0.01540 -0.01358 -0.00026
Aniline_RBenzoate  7.178  0.5  -0.20038 -0.51269 0.23092 0.14444 -0.13695 -0.01989 0.06218 -0.00980 -0.02279 0.01063 0.00631 -0.00621 -0.00081 0.00279 -0.00048
Aniline_RBenzoate  7.286  0.5  -0.04134 -0.15232 0.02596 0.02961 -0.00888 -0.00533 0.00250 0.00086 -0.00063 -0.00011 0.00015 0.00001 -0.00003 0.00000 0.00001
Aniline_RBenzoate  7.412  0.5  0.33706 -0.31001 -0.42247 -0.12120 0.16228 0.18851 0.03993 -0.08260 -0.08310 -0.01106 0.04112 0.03616 0.00176 -0.02010 -0.01552
Aniline_RBenzoate  7.575  0.5  0.24190 -0.18848 -0.10843 -0.00114 0.01989 0.00688 -0.00141 -0.00176 -0.00033 0.00022 0.00013 0.00000 -0.00002 -0.00001 0.00000
Aniline_RBenzoate  6.064  0.5  -0.12447 -0.10067 0.03701 0.00336 -0.00504 0.00074 0.00042 -0.00018 -0.00001 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Aniline_RBenzoate  7.687  0.5  -0.09651 -0.10262 0.02696 0.00602 -0.00376 0.00001 0.00038 -0.00006 -0.00003 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000
Aniline_RBenzoate  7.289  0.5  0.30097 -0.24482 -0.32186 -0.09480 0.10011 0.11712 0.02885 -0.04030 -0.04237 -0.00834 0.01601 0.01524 0.00222 -0.00629 -0.00544
Aniline_RBenzoate  6.522  0.5  -0.05068 -0.11687 0.01668 0.01160 -0.00297 -0.00103 0.00043 0.00008 -0.00006 -0.00000 0.00001 -0.00000 -0.00000 0.00000 0.00000
Aniline_RBenzoate  6.177  0.5  0.00140 -0.69256 -0.00200 0.32881 0.00158 -0.15611 -0.00105 0.07411 0.00064 -0.03519 -0.00037 0.01670 0.00021 -0.00793 -0.00011
Aniline_RBenzoate  7.408  0.5  0.15264 -0.55525 -0.24914 0.24522 0.21404 -0.07799 -0.14523 0.00233 0.08380 0.02308 -0.04124 -0.02523 0.01625 0.01917 -0.00372
Aniline_RBenzoate_R  6.119  0.5  0.20836 -0.38057 -0.26426 0.07082 0.15835 0.03369 -0.06221 -0.04302 0.01165 0.02583 0.00545 -0.01017 -0.00700 0.00192 0.00421
Aniline_RBenzoate_R  6.145  0.5  -0.03504 -0.71698 0.05439 0.36890 -0.04684 -0.18886 0.03382 0.09619 -0.02239 -0.04873 0.01407 0.02455 -0.00853 -0.01229 0.00504
Aniline_RBenzoate_R  7.829  0.5  0.39241 -0.23321 -0.33976 -0.13197 0.06112 0.10218 0.04376 -0.01554 -0.03058 -0.01434 0.00379 0.00911 0.00465 -0.00086 -0.00270
Aniline_RBenzoate_R  7.789  0.5  0.01632 -0.12087 -0.00949 0.02304 0.00305 -0.00433 -0.00082 0.00080 0.00020 -0.00015 -0.00005 0.00003 0.00001 -0.00000 -0.00000
Aniline_RBenzoate_R  7.759  0.5  0.33598 -0.30400 -0.25413 -0.02111 0.07312 0.04159 -0.00419 -0.01559 -0.00603 0.00224 0.00304 0.00071 -0.00066 -0.00054 -0.00004
Aniline_RBenzoate_R  7.102  0.5  0.10111 -0.12412 -0.03928 0.00987 0.00758 0.00011 -0.00106 -0.00023 0.00011 0.00005 -0.00000 -0.00001 -0.00000 0.00000 0.00000
Aniline_RBenzoate_R  7.932  0.5  0.23560 -0.14688 -0.08286 -0.00433 0.01117 0.00424 -0.00033 -0.00075 -0.00019 0.00005 0.00005 0.00001 -0.00000 -0.00000 -0.00000
Aniline_RBenzoate_R  7.244  0.5  0.25002 -0.15797 -0.19278 -0.05797 0.03819 0.04566 0.01343 -0.00923 -0.01081 -0.00311 0.00223 0.00256 0.00072 -0.00054 -0.00061
Aniline_RBenzoate_R  6.101  0.5  -0.03601 -0.14202 0.01116 0.01422 -0.00191 -0.00138 0.00027 0.00013 -0.00004 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
Aniline_RBenzoate_R  7.098  0.5  0.15257 -0.59340 -0.28931 0.30332 0.28850 -0.11055 -0.22696 0.00174 0.15158 0.04681 -0.08606 -0.05838 0.03879 0.05112 -0.00963
Aniline_RBenzoate_R  7.711  0.5  -0.00476 -0.14477 0.00144 0.01461 -0.00024 -0.00147 0.00003 0.00015 -0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
Aniline_RBenzoate_R  6.394  0.5  -0.10826 -0.08873 0.03231 0.00310 -0.00444 0.00063 0.00037 -0.00016 -0.00001 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Aniline_RBenzoate_R  6.595  0.5  -0.01287 -0.17367 0.00954 0.04262 -0.00392 -0.01040 0.00135 0.00252 -0.00043 -0.00061 0.00013 0.00015 -0.00004 -0.00003 0.00001
Aniline_RBenzoate_R  7.229  0.5  -0.19978 -0.35873 0.20678 0.06480 -0.10362 0.01216 0.03585 -0.01764 -0.00757 0.00957 -0.00051 -0.00353 0.00147 0.00084 -0.00087
Aniline_RBenzoquinone  6.021  0.5  0.04102 -0.19537 -0.02314 0.03533 0.00717 -0.00615 -0.00185 0.00102 0.00043 -0.00016 -0.00009 0.00002 0.00002 -0.00000 -0.00000
Aniline_RBenzoquinone  6.772  0.5  0.11511 -0.12039 -0.07436 0.00397 0.02084 0.00665 -0.00298 -0.00283 -0.00027 0.00064 0.00031 -0.00005 -0.00010 -0.00002 0.00002
Aniline_RBenzoquinone  7.965  0.5  -0.15384 -0.67824 0.22156 0.28851 -0.17159 -0.10615 0.10775 0.02949 -0.05970 -0.00182 0.02996 -0.00552 -0.01366 0.00566 0.00555
Aniline_RBenzoquinone  7.010  0.5  0.31503 -0.42321 -0.29896 0.03213 0.12633 0.04170 -0.02984 -0.02842 -0.00086 0.01034 0.00473 -0.00188 -0.00258 -0.00039 0.00081
Aniline_RBenzoquinone  6.122  0.5  0.01608 -0.10303 -0.00493 0.01040 0.00084 -0.00104 -0.00012 0.00010 0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RBenzoquinone  7.686  0.5  -0.12385 -0.15839 0.04738 0.01310 -0.00910 -0.00010 0.00129 -0.00023 -0.00014 0.00006 0.00001 -0.00001 0.00000 0.00000 -0.00000
Aniline_RBenzoquinone  7.456  0.5  0.00867 -0.41004 -0.01316 0.20733 0.01110 -0.10474 -0.00786 0.05286 0.00511 -0.02666 -0.00316 0.01343 0.00189 -0.00676 -0.00110
Aniline_RBenzoquinone  6.039  0.5  -0.10802 -0.27579 0.06914 0.04999 -0.02355 -0.00726 0.00642 0.00056 -0.00152 0.00012 0.00032 -0.00008 -0.00006 0.00003 0.00001
Aniline_RBenzoquinone  6.983  0.5  0.04605 -0.21901 -0.04993 0.07330 0.02945 -0.02262 -0.01427 0.00620 0.00620 -0.00136 -0.00249 0.00013 0.00094 0.00009 -0.00033
Aniline_RBenzoquinone  7.817  0.5  0.13445 -0.18690 -0.05365 0.01712 0.01088 -0.00048 -0.00166 -0.00024 0.00020 0.00007 -0.00002 -0.00001 -0.00000 0.00000 0.00000
Aniline_RBenzoquinone  7.576  0.5  0.16165 -0.08776 -0.04239 -0.00179 0.00429 0.00138 -0.00010 -0.00018 -0.00004 0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000
Aniline_RBenzoquinone  7.278  0.5  -0.18596 -0.36846 0.15314 0.06917 -0.06398 -0.00364 0.02003 -0.00423 -0.00485 0.00255 0.00077 -0.00096 0.00003 0.00028 -0.00008
Aniline_RBenzoquinone  7.988  0.5  -0.22541 -0.57145 0.33839 0.18563 -0.25512 -0.00568 0.14184 -0.05025 -0.05877 0.04962 0.01351 -0.03225 0.00473 0.01588 -0.00857
Aniline_RBenzoquinone  7.587  0.5  0.04038 -0.08545 -0.01286 0.00808 0.00221 -0.00067 -0.00031 0.00004 0.00004 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
Aniline_RBenzoquinone_R  7.591  0.5  -0.27250 -0.36705 0.25112 0.02979 -0.10379 0.03209 0.02453 -0.02184 0.00010 0.00791 -0.00331 -0.00151 0.00183 -0.00021 -0.00058
Aniline_RBenzoquinone_R  6.958  0.5  -0.14913 -0.18580 0.08050 0.01624 -0.02081 0.00229 0.00363 -0.00145 -0.00035 0.00039 -0.00003 -0.00007 0.00003 0.00001 -0.00001
Aniline_RBenzoquinone_R  6.751  0.5  -0.04995 -0.34089 0.07906 0.17041 -0.06849 -0.08074 0.04906 0.03570 -0.03175 -0.01424 0.01919 0.00468 -0.01099 -0.00082 0.00601
Aniline_RBenzoquinone_R  7.481  0.5  0.05404 -0.46820 -0.07495 0.21027 0.05729 -0.09192 -0.03647 0.03897 0.02114 -0.01592 -0.01155 0.00619 0.00604 -0.00224 -0.00305
Aniline_RBenzoquinone_R  6.137  0.5  -0.03579 -0.58499 0.04604 0.24896 -0.03283 -0.10526 0.01962 0.04420 -0.01075 -0.01843 0.00558 0.00763 -0.00280 -0.00313 0.00137
Aniline_RBenzoquinone_R  6.921  0.5  0.13093 -0.26277 -0.08270 0.04215 0.02710 -0.00395 -0.00688 -0.00051 0.00144 0.00041 -0.00024 -0.00014 0.00003 0.00004 0.00000
Aniline_RBenzoquinone_R  6.218  0.5  -0.11020 -0.14408 0.03495 0.01096 -0.00568 -0.00036 0.00070 -0.00007 -0.00007 0.00002 0.00001 -0.00000 -0.00000 0.00000 -0.00000
Aniline_RBenzoquinone_R  7.799  0.5  0.22677 -0.57284 -0.32292 0.18062 0.23195 -0.01026 -0.12374 -0.03909 0.05002 0.03818 -0.01219 -0.02414 -0.00235 0.01165 0.00540
Aniline_RBenzoquinone_R  6.345  0.5  0.03180 -0.33931 -0.03029 0.10632 0.01597 -0.03293 -0.00704 0.01008 0.00284 -0.00304 -0.00109 0.00090 0.00040 -0.00026 -0.00014
Aniline_RBenzoquinone_R  7.775  0.5  0.13541 -0.10111 -0.03228 0.00301 0.00357 0.00042 -0.00025 -0.00009 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000
Aniline_RBenzoquinone_R  7.636  0.5  0.22555 -0.07859 -0.05047 -0.00782 0.00301 0.00184 0.00027 -0.00011 -0.00007 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RBenzoquinone_R  7.603  0.5  -0.07214 -0.20175 0.06235 0.04830 -0.02852 -0.00883 0.01038 0.00057 -0.00325 0.00048 0.00088 -0.00032 -0.00020 0.00014 0.00003
Aniline_RBenzoquinone_R  7.040  0.5  0.20455 -0.13523 -0.06783 -0.00100 0.00913 0.00280 -0.00045 -0.00052 -0.00009 0.00005 0.00003 0.00000 -0.00000 -0.00000 0.00000
Aniline_RBenzoquinone_R  7.250  0.5  0.12189 -0.11477 -0.04269 0.00562 0.00702 0.00086 -0.00075 -0.00029 0.00003 0.00005 0.00001 -0.00000 -0.00000 0.00000 0.00000
Aniline_RCymene  6.926  0.5  -0.34438 -0.38079 0.30412 -0.00221 -0.11058 0.05242 0.01611 -0.02676 0.00658 0.00675 -0.00556 0.00012 0.00199 -0.00097 -0.00028
Aniline_RCymene  6.970  0.5  0.08531 -0.35193 -0.06157 0.07911 0.02423 -0.01658 -0.00785 0.00316 0.00229 -0.00051 -0.00062 0.00005 0.00016 0.00001 -0.00004
Aniline_RCymene  7.407  0.5  0.17342 -0.20817 -0.09080 0.01685 0.02262 0.00277 -0.00375 -0.00156 0.00032 0.00040 0.00004 -0.00007 -0.00003 0.00001 0.00001
Aniline_RCymene  6.757  0.5  0.43195 -0.44418 -0.61309 -0.16318 0.28147 0.31593 0.04956 -0.17066 -0.15914 -0.00601 0.10003 0.07814 -0.00770 -0.05702 -0.03724
Aniline_RCymene  6.502  0.5  0.18803 -0.08081 -0.06466 -0.01254 0.00587 0.00451 0.00083 -0.00043 -0.00031 -0.00006 0.00003 0.00002 0.00000 -0.00000 -0.00000
Aniline_RCymene  7.398  0.5  0.14686 -0.27653 -0.11179 0.04747 0.04307 -0.00199 -0.01240 -0.00264 0.00274 0.00144 -0.00039 -0.00050 -0.00002 0.00013 0.00004
Aniline_RCymene  6.300  0.5  0.24456 -0.07179 -0.05452 -0.01117 0.00238 0.00217 0.00050 -0.00007 -0.00009 -0.00002 0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RCymene  6.389  0.5  0.02070 -0.25329 -0.01695 0.06855 0.00769 -0.01841 -0.00293 0.00491 0.00102 -0.00130 -0.00034 0.00034 0.00011 -0.00009 -0.00003
Aniline_RCymene  7.992  0.5  -0.14352 -0.36412 0.24529 0.12507 -0.20773 0.00956 0.12680 -0.05996 -0.05438 0.06090 0.00836 -0.04192 0.01257 0.02107 -0.01688
Aniline_RCymene  7.658  0.5  -0.11575 -0.38062 0.15287 0.13632 -0.10633 -0.03537 0.05845 0.00113 -0.02735 0.00661 0.01094 -0.00591 -0.00352 0.00366 0.00068
Aniline_RCymene  6.603  0.5  0.18114 -0.18211 -0.07135 0.01021 0.01323 0.00166 -0.00159 -0.00064 0.00009 0.00012 0.00002 -0.00001 -0.00001 0.00000 0.00000
Aniline_RCymene  7.138  0.5  0.01319 -0.10057 -0.00635 0.01593 0.00169 -0.00249 -0.00038 0.00039 0.00008 -0.00006 -0.00001 0.00001 0.00000 -0.00000 -0.00000
Aniline_RCymene  6.728  0.5  0.01717 -0.05659 -0.00486 0.00512 0.00076 -0.00045 -0.00010 0.00004 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RCymene  6.604  0.5  -0.12835 -0.16613 0.04777 0.01372 -0.00897 -0.00021 0.00125 -0.00020 -0.00013 0.00005 0.00001 -0.00001 0.00000 0.00000 -0.00000
Aniline_RCymene_R  7.623  0.5  0.06169 -0.27510 -0.03759 0.05322 0.01255 -0.00982 -0.00347 0.00171 0.00087 -0.00027 -0.00020 0.00004 0.00005 -0.00000 -0.00001
Aniline_RCymene_R  6.554  0.5  0.37168 -0.26700 -0.41577 -0.16667 0.10867 0.17797 0.07454 -0.04407 -0.07612 -0.03325 0.01780 0.03253 0.01480 -0.00716 -0.01389
Aniline_RCymene_R  7.621  0.5  0.15431 -0.43017 -0.17564 0.12685 0.10419 -0.02358 -0.04817 -0.00322 0.01855 0.00619 -0.00583 -0.00403 0.00129 0.00196 0.00000
Aniline_RCymene_R  6.714  0.5  0.13239 -0.19856 -0.08758 0.02461 0.02837 0.00180 -0.00648 -0.00224 0.00097 0.00082 -0.00001 -0.00021 -0.00005 0.00004 0.00002
Aniline_RCymene_R  6.987  0.5  -0.07105 -0.13516 0.03239 0.01659 -0.00776 -0.00145 0.00147 0.00000 -0.00024 0.00004 0.00003 -0.00001 -0.00000 0.00000 0.00000
Aniline_RCymene_R  7.007  0.5  -0.13413 -0.31516 0.09829 0.06141 -0.03776 -0.00820 0.01140 -0.00019 -0.00290 0.00063 0.00062 -0.00029 -0.00010 0.00010 0.00001
Aniline_RCymene_R  6.966  0.5  -0.03641 -0.17078 0.02433 0.03625 -0.00891 -0.00734 0.00270 0.00140 -0.00074 -0.00025 0.00019 0.00004 -0.00005 -0.00000 0.00001
Aniline_RCymene_R  7.157  0.5  -0.15077 -0.17256 0.12278 0.00524 -0.04285 0.01636 0.00727 -0.00849 0.00118 0.00231 -0.00137 -0.00019 0.00053 -0.00016 -0.00011
Aniline_RCymene_R  6.778  0.5  -0.02012 -0.60262 0.02913 0.29010 -0.02341 -0.13935 0.01579 0.06679 -0.00978 -0.03194 0.00575 0.01524 -0.00327 -0.00726 0.00181
Aniline_RCymene_R  6.942  0.5  0.24946 -0.35695 -0.20503 0.04015 0.07893 0.01525 -0.01952 -0.01172 0.00202 0.00441 0.00092 -0.00107 -0.00067 0.00010 0.00025
Aniline_RCymene_R  6.867  0.5  -0.10062 -0.08758 0.03731 0.00313 -0.00625 0.00116 0.00061 -0.00033 -0.00000 0.00005 -0.00001 -0.00000 0.00000 -0.00000 -0.00000
Aniline_RCymene_R  7.432  0.5  0.25812 -0.45911 -0.39287 0.07006 0.27113 0.09908 -0.11047 -0.11662 0.00537 0.07246 0.03446 -0.02538 -0.03378 -0.00240 0.01893
Aniline_RCymene_R  6.357  0.5  -0.14443 -0.08473 0.03652 -0.00026 -0.00378 0.00098 0.00015 -0.00014 0.00002 0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RCymene_R  6.923  0.5  0.20703 -0.37192 -0.16873 0.06281 0.06851 0.00088 -0.02024 -0.00608 0.00431 0.00306 -0.00041 -0.00103 -0.00017 0.00026 0.00013
Aniline_RDichlorobenzene12  7.306  0.5  0.20637 -0.23479 -0.14657 0.01163 0.04593 0.01393 -0.00780 -0.00688 -0.00036 0.00181 0.00078 -0.00022 -0.00030 -0.00005 0.00007
Aniline_RDichlorobenzene12  6.975  0.5  -0.12425 -0.21296 0.05704 0.02485 -0.01359 -0.00170 0.00251 -0.00016 -0.00038 0.00009 0.00005 -0.00002 -0.00000 0.00000 -0.00000
Aniline_RDichlorobenzene12  6.500  0.5  0.17059 -0.10042 -0.06957 -0.00796 0.00978 0.00518 0.00017 -0.00089 -0.00037 0.00002 0.00008 0.00002 -0.00000 -0.00001 -0.00000
Aniline_RDichlorobenzene12  6.914  0.5  -0.02040 -0.15408 0.00703 0.01752 -0.00134 -0.00198 0.00021 0.00022 -0.00003 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000
Aniline_RDichlorobenzene12  6.277  0.5  -0.16911 -0.09775 0.05037 -0.00228 -0.00578 0.00199 0.00016 -0.00030 0.00007 0.00002 -0.00001 0.00000 0.00000 -0.00000 0.00000
Aniline_RDichlorobenzene12  7.322  0.5  0.27048 -0.24553 -0.35191 -0.11125 0.13511 0.17031 0.04373 -0.07297 -0.08183 -0.01601 0.03880 0.03902 0.00515 -0.02037 -0.01846
Aniline_RDichlorobenzene12  7.983  0.5  -0.07384 -0.14166 0.02222 0.01243 -0.00358 -0.00092 0.00047 0.00005 -0.00005 0.00000 0.00001 -0.00000 -0.00000 0.00000 0.00000
Aniline_RDichlorobenzene12  7.401  0.5  -0.09565 -0.44519 0.14196 0.19701 -0.11356 -0.07656 0.07387 0.02352 -0.04255 -0.00307 0.02232 -0.00311 -0.01071 0.00383 0.00465
Aniline_RDichlorobenzene12  7.278  0.5  0.23564 -0.28309 -0.19692 0.01330 0.07173 0.02535 -0.01357 -0.01417 -0.00133 0.00421 0.00220 -0.00050 -0.00095 -0.00023 0.00022
Aniline_RDichlorobenzene12  6.100  0.5  -0.08849 -0.25236 0.10112 0.07556 -0.06037 -0.01482 0.02819 -0.00133 -0.01102 0.00340 0.00357 -0.00229 -0.00084 0.00114 0.00004
Aniline_RDichlorobenzene12  7.782  0.5  0.18059 -0.05368 -0.04117 -0.00852 0.00185 0.00169 0.00039 -0.00006 -0.00007 -0.00002 0.00000 0.00000 0.00000 -0.00000 -0.00000
Aniline_RDichlorobenzene12  7.803  0.5  0.15659 -0.07505 -0.06045 -0.01118 0.00662 0.00484 0.00078 -0.00058 -0.00039 -0.00005 0.00005 0.00003 0.00000 -0.00000 -0.00000
Aniline_RDichlorobenzene12  6.535  0.5  -0.03588 -0.33623 0.03848 0.11791 -0.02280 -0.04064 0.01129 0.01375 -0.00510 -0.00455 0.00218 0.00147 -0.00090 -0.00046 0.00036
Aniline_RDichlorobenzene12  6.656  0.5  -0.04914 -0.26376 0.02816 0.04884 -0.00889 -0.00878 0.00234 0.00153 -0.00056 -0.00025 0.00013 0.00004 -0.00003 -0.00001 0.00001
Aniline_RDichlorobenzene12_R  6.356  0.5  0.16748 -0.09236 -0.03778 -0.00031 0.00348 0.00086 -0.00012 -0.00011 -0.00001 0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
Aniline_RDichlorobenzene12_R  6.732  0.5  0.20643 -0.24505 -0.17332 0.01003 0.06301 0.02316 -0.01160 -0.01275 -0.00144 0.00372 0.00205 -0.00039 -0.00086 -0.00023 0.00020
Aniline_RDichlorobenzene12_R  6.783  0.5  -0.05168 -0.12775 0.03372 0.02324 -0.01166 -0.00328 0.00322 0.00019 -0.00076 0.00009 0.00016 -0.00005 -0.00003 0.00002 0.00000
Aniline_RDichlorobenzene12_R  7.709  0.5  -0.20438 -0.22841 0.12410 0.01359 -0.03410 0.00800 0.00550 -0.00372 -0.00008 0.00092 -0.00028 -0.00013 0.00011 -0.00001 -0.00002
Aniline_RDichlorobenzene12_R  6.731  0.5  0.30453 -0.77158 -0.50762 0.26210 0.42030 0.01404 -0.25192 -0.11337 0.10735 0.11417 -0.01836 -0.07765 -0.02103 0.03887 0.02906
